Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,234.0,236.3000030517578,224.52000427246094,229.64999389648438,224.82994079589844,967300
2021-01-05,229.1999969482422,239.42999267578125,228.61000061035156,235.57000732421875,230.62570190429688,774600
2021-01-06,248.14999389648438,262.0400085449219,248.14999389648438,256.54998779296875,251.16531372070312,1988100
2021-01-07,261.3299865722656,267.5899963378906,259.04998779296875,264.67999267578125,259.1247253417969,1031100
2021-01-08,264.5,266.54998779296875,253.47999572753906,260.1499938964844,254.68975830078125,708100
2021-01-11,255.14999389648438,261.45001220703125,255.0,257.45001220703125,252.04644775390625,445100
2021-01-12,259.17999267578125,264.0899963378906,257.80999755859375,262.1400146484375,256.63800048828125,713300
2021-01-13,260.79998779296875,261.45001220703125,253.63999938964844,254.4499969482422,249.10940551757812,678800
2021-01-14,258.7699890136719,264.3999938964844,255.02000427246094,260.3699951171875,254.90513610839844,661400
2021-01-15,256.760009765625,258.4200134277344,250.61000061035156,255.13999938964844,249.784912109375,658300
2021-01-19,260.0,266.5899963378906,259.57000732421875,260.8299865722656,255.3555145263672,763200
2021-01-20,263.79998779296875,264.20001220703125,258.6099853515625,260.20001220703125,254.7386932373047,495200
2021-01-21,260.010009765625,261.7900085449219,258.0,259.2200012207031,253.77931213378906,426400
2021-01-22,255.3699951171875,259.75,254.5,258.5899963378906,253.1624755859375,481800
2021-01-25,256.510009765625,261.989990234375,251.92999267578125,253.52000427246094,248.1989288330078,670500
2021-01-26,257.3900146484375,257.5899963378906,247.41000366210938,248.2100067138672,243.00038146972656,495800
2021-01-27,240.1199951171875,241.82000732421875,228.22000122070312,236.27000427246094,231.3109893798828,1264400
2021-01-28,245.6999969482422,257.57000732421875,243.0,253.55999755859375,248.23809814453125,1172600
2021-01-29,251.6300048828125,251.8800048828125,238.5500030517578,243.00999450683594,237.90951538085938,1117000
2021-02-01,247.9199981689453,254.2100067138672,245.0,253.27999877929688,247.96397399902344,710400
2021-02-02,257.7200012207031,261.94000244140625,249.75,250.6699981689453,245.4087371826172,749900
2021-02-03,252.33999633789062,255.38999938964844,248.07000732421875,250.8000030517578,245.53604125976562,514500
2021-02-04,252.7899932861328,260.45001220703125,251.25,259.8299865722656,254.37643432617188,712100
2021-02-05,261.0,266.6700134277344,261.0,265.7300109863281,260.1526794433594,617300
2021-02-08,267.4700012207031,274.1199951171875,266.7300109863281,272.2300109863281,266.5162353515625,741900
2021-02-09,270.0400085449219,278.8599853515625,267.2699890136719,277.2799987792969,271.460205078125,711000
2021-02-10,279.7200012207031,285.0299987792969,275.5299987792969,276.8299865722656,271.0196533203125,842800
2021-02-11,277.8500061035156,282.9599914550781,274.5799865722656,279.82000732421875,273.94696044921875,645100
2021-02-12,279.79998779296875,287.2300109863281,279.1199951171875,286.2200012207031,280.21258544921875,494600
2021-02-16,290.0,293.4700012207031,288.0799865722656,288.0799865722656,282.03350830078125,1105700
2021-02-17,286.010009765625,287.32000732421875,274.2799987792969,277.80999755859375,271.9790954589844,726700
2021-02-18,273.7300109863281,275.6000061035156,267.4200134277344,274.7900085449219,269.0224914550781,758900
2021-02-19,278.0799865722656,291.3299865722656,278.07000732421875,290.010009765625,283.92303466796875,691900
2021-02-22,288.0,302.70001220703125,287.30999755859375,298.489990234375,292.22503662109375,965700
2021-02-23,296.95001220703125,308.8599853515625,286.4200134277344,306.3599853515625,299.9298400878906,1292900
2021-02-24,310.0,321.94000244140625,307.7799987792969,312.5199890136719,305.9606018066406,1253800
2021-02-25,311.7300109863281,312.2099914550781,292.0,295.1099853515625,288.916015625,1298200
2021-02-26,298.5400085449219,301.54998779296875,285.0,297.3800048828125,291.1383361816406,1007900
2021-03-01,304.1099853515625,305.989990234375,299.0899963378906,302.489990234375,296.14111328125,696000
2021-03-02,304.04998779296875,304.04998779296875,292.4200134277344,293.4200134277344,287.261474609375,694800
2021-03-03,294.6199951171875,302.70001220703125,293.0799865722656,294.92999267578125,288.73980712890625,644500
2021-03-04,294.54998779296875,303.1000061035156,282.70001220703125,288.6000061035156,282.5426330566406,1180400
2021-03-05,293.1199951171875,302.1000061035156,282.20001220703125,300.9599914550781,294.6431884765625,733300
2021-03-08,303.9100036621094,308.1400146484375,300.4800109863281,302.6000061035156,296.2488098144531,863000
2021-03-09,302.4599914550781,304.2099914550781,293.54998779296875,295.25,289.0530700683594,720400
2021-03-10,296.7300109863281,304.5899963378906,296.0799865722656,303.05999755859375,296.6991271972656,488400
2021-03-11,305.6000061035156,314.1000061035156,304.0899963378906,310.7799987792969,304.2571105957031,502100
2021-03-12,310.7699890136719,319.1099853515625,309.05999755859375,317.8599853515625,311.1885070800781,580300
2021-03-15,319.0799865722656,323.8299865722656,311.6099853515625,323.4800109863281,316.6905517578125,553000
2021-03-16,322.1199951171875,322.1199951171875,311.75,314.8599853515625,308.2514343261719,802100
2021-03-17,317.6400146484375,324.2200012207031,311.0,321.8999938964844,315.1437072753906,526700
2021-03-18,321.8999938964844,330.7900085449219,317.3299865722656,318.1199951171875,311.4430236816406,607900
2021-03-19,316.42999267578125,319.9599914550781,305.55999755859375,316.0,309.3675842285156,970000
2021-03-22,315.0,316.7200012207031,308.5299987792969,311.4800109863281,304.94244384765625,603000
2021-03-23,308.1099853515625,310.30999755859375,297.5,299.92999267578125,293.6348571777344,774500
2021-03-24,308.989990234375,313.1000061035156,304.8900146484375,305.4100036621094,298.9998474121094,607700
2021-03-25,304.1400146484375,315.6499938964844,299.82000732421875,314.239990234375,307.6445007324219,655600
2021-03-26,318.2699890136719,330.1700134277344,315.5,329.8599853515625,322.9366149902344,839800
2021-03-29,329.5,335.5899963378906,322.7200012207031,324.4700012207031,317.6597900390625,902900
2021-03-30,324.7200012207031,336.32000732421875,324.7200012207031,333.2099914550781,326.2163391113281,1181900
2021-03-31,334.0,339.7200012207031,325.80999755859375,329.30999755859375,322.398193359375,1398300
2021-04-01,331.510009765625,334.2900085449219,324.2699890136719,331.7099914550781,324.7478332519531,771600
2021-04-05,337.0,338.489990234375,330.94000244140625,331.5299987792969,324.57159423828125,590900
2021-04-06,331.0,341.0,323.7699890136719,325.42999267578125,318.5996398925781,835700
2021-04-07,326.0,326.5,319.1199951171875,322.0,315.2416076660156,730200
2021-04-08,320.9599914550781,324.239990234375,313.5199890136719,321.25,314.5073547363281,620000
2021-04-09,321.0,325.1199951171875,317.4599914550781,324.7099914550781,317.89471435546875,575900
2021-04-12,326.6099853515625,328.9599914550781,323.32000732421875,327.8699951171875,320.9884338378906,506300
2021-04-13,324.2099914550781,326.5799865722656,316.6700134277344,325.57000732421875,318.7367248535156,477400
2021-04-14,325.2799987792969,331.6300048828125,324.1499938964844,325.05999755859375,318.2373962402344,716000
2021-04-15,328.2200012207031,328.2200012207031,319.55999755859375,325.3900146484375,318.5604553222656,592600
2021-04-16,329.6300048828125,332.4100036621094,325.32000732421875,328.1400146484375,321.25274658203125,765600
2021-04-19,325.3900146484375,326.4700012207031,318.8299865722656,324.5899963378906,317.7772216796875,779400
2021-04-20,322.29998779296875,322.29998779296875,304.29998779296875,310.739990234375,304.21795654296875,908800
2021-04-21,308.1499938964844,316.9700012207031,304.6600036621094,316.75,310.1017761230469,730800
2021-04-22,318.79998779296875,320.0,309.7300109863281,309.989990234375,303.483642578125,851400
2021-04-23,313.7699890136719,320.54998779296875,311.45001220703125,318.94000244140625,312.2458190917969,716600
2021-04-26,320.42999267578125,326.510009765625,320.3999938964844,324.9700012207031,318.1492919921875,547900
2021-04-27,322.7200012207031,325.0899963378906,318.010009765625,324.82000732421875,318.0024108886719,606600
2021-04-28,323.54998779296875,327.8900146484375,322.4800109863281,324.8500061035156,318.0318298339844,545300
2021-04-29,331.30999755859375,331.30999755859375,315.92999267578125,327.3299865722656,320.4597473144531,823100
2021-04-30,323.239990234375,326.4200134277344,319.489990234375,319.95001220703125,313.2346496582031,559700
2021-05-03,324.5799865722656,328.510009765625,319.510009765625,321.79998779296875,315.0457763671875,457500
2021-05-04,321.0299987792969,330.6600036621094,317.42999267578125,329.95001220703125,323.0247497558594,849900
2021-05-05,330.75,336.760009765625,324.1000061035156,332.7099914550781,325.726806640625,706600
2021-05-06,332.7099914550781,342.9599914550781,331.760009765625,342.5799865722656,335.3896789550781,699600
2021-05-07,341.8800048828125,348.4100036621094,336.7699890136719,347.3299865722656,340.03997802734375,531900
2021-05-10,348.5,354.6000061035156,346.7799987792969,348.1400146484375,340.8330078125,796000
2021-05-11,342.25,345.3299865722656,335.989990234375,340.3299865722656,333.1868591308594,697300
2021-05-12,340.3399963378906,343.2900085449219,328.0199890136719,329.2900085449219,322.37860107421875,584700
2021-05-13,330.5899963378906,339.25,328.1700134277344,333.05999755859375,326.0694274902344,573500
2021-05-14,337.1600036621094,343.2799987792969,334.6700134277344,341.7900085449219,334.6162414550781,477600
2021-05-17,339.8299865722656,341.8399963378906,333.4800109863281,341.0400085449219,333.88201904296875,356200
2021-05-18,340.3500061035156,341.6199951171875,331.1199951171875,331.3299865722656,324.3757629394531,438300
2021-05-19,325.6400146484375,325.6400146484375,315.2799987792969,321.3399963378906,314.595458984375,981400
2021-05-20,321.6300048828125,322.92999267578125,314.30999755859375,319.30999755859375,312.60809326171875,711600
2021-05-21,322.7799987792969,327.0,318.7099914550781,321.45001220703125,314.7031555175781,534300
2021-05-24,323.2300109863281,327.8500061035156,318.94000244140625,325.9200134277344,319.0793151855469,417300
2021-05-25,328.6300048828125,332.6499938964844,323.69000244140625,324.3800048828125,317.5716552734375,569500
2021-05-26,322.6400146484375,327.6000061035156,322.3599853515625,326.82000732421875,319.96044921875,537900
2021-05-27,332.8999938964844,335.25,329.9599914550781,333.6300048828125,326.6275634765625,953400
2021-05-28,333.5899963378906,336.04998779296875,328.1199951171875,333.9599914550781,326.9505615234375,547500
2021-06-01,338.6099853515625,341.25,337.6600036621094,339.45001220703125,332.3253479003906,544100
2021-06-02,339.44000244140625,339.44000244140625,334.9800109863281,338.4700012207031,331.36590576171875,774000
2021-06-03,337.6099853515625,340.8500061035156,332.75,336.1199951171875,329.0652160644531,596500
2021-06-04,336.3399963378906,337.739990234375,328.1000061035156,332.07000732421875,325.10028076171875,474600
2021-06-07,333.67999267578125,334.17999267578125,315.0,316.0199890136719,309.3871154785156,1189100
2021-06-08,316.1000061035156,326.1000061035156,313.3699951171875,324.239990234375,317.4345703125,734300
