Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,48.15999984741211,48.470001220703125,46.099998474121094,46.380001068115234,46.19805145263672,975200
2021-01-05,46.56999969482422,47.400001525878906,46.45000076293945,47.029998779296875,46.845489501953125,1047200
2021-01-06,47.459999084472656,48.31999969482422,47.060001373291016,47.599998474121094,47.41325759887695,1253100
2021-01-07,47.040000915527344,48.93000030517578,46.70000076293945,48.79999923706055,48.60854721069336,1319500
2021-01-08,48.70000076293945,48.84000015258789,47.369998931884766,48.41999816894531,48.23003387451172,702700
2021-01-11,47.709999084472656,48.880001068115234,47.599998474121094,48.59000015258789,48.39937210083008,1153500
2021-01-12,48.63999938964844,50.31999969482422,48.220001220703125,49.75,49.55482864379883,1160600
2021-01-13,49.5,49.650001525878906,48.18000030517578,48.939998626708984,48.74799728393555,772600
2021-01-14,49.36000061035156,50.86000061035156,49.209999084472656,50.189998626708984,49.99309158325195,1056500
2021-01-15,49.70000076293945,49.95000076293945,48.7400016784668,48.939998626708984,48.74799728393555,968500
2021-01-19,49.52000045776367,50.09000015258789,49.09000015258789,49.369998931884766,49.176307678222656,687100
2021-01-20,49.59000015258789,49.900001525878906,49.290000915527344,49.630001068115234,49.43529510498047,603200
2021-01-21,49.279998779296875,49.90999984741211,48.86000061035156,49.15999984741211,48.967132568359375,694100
2021-01-22,48.72999954223633,49.90999984741211,48.130001068115234,49.72999954223633,49.5349006652832,1131500
2021-01-25,49.27000045776367,50.459999084472656,48.79999923706055,49.959999084472656,49.763999938964844,2005100
2021-01-26,50.47999954223633,50.650001525878906,49.349998474121094,49.59000015258789,49.39545440673828,2300700
2021-01-27,48.5,49.939998626708984,45.61000061035156,45.88999938964844,45.709964752197266,2088300
2021-01-28,46.040000915527344,47.52000045776367,46.0,46.90999984741211,46.72595977783203,1447800
2021-01-29,46.61000061035156,46.7599983215332,45.15999984741211,45.2599983215332,45.08243179321289,1430100
2021-02-01,45.70000076293945,45.70000076293945,44.36000061035156,45.34000015258789,45.16212844848633,1065400
2021-02-02,45.9900016784668,46.63999938964844,45.68000030517578,45.900001525878906,45.71993637084961,978300
2021-02-03,45.599998474121094,46.470001220703125,45.36000061035156,46.29999923706055,46.11835861206055,652600
2021-02-04,46.439998626708984,47.470001220703125,46.38999938964844,47.279998779296875,47.09450912475586,1046400
2021-02-05,47.88999938964844,48.52000045776367,47.41999816894531,48.060001373291016,47.87145233154297,944000
2021-02-08,48.5,49.810001373291016,48.5,49.7400016784668,49.544864654541016,987800
2021-02-09,49.400001525878906,49.90999984741211,49.04999923706055,49.279998779296875,49.086666107177734,547000
2021-02-10,49.34000015258789,49.63999938964844,48.56999969482422,49.31999969482422,49.12651443481445,718600
2021-02-11,49.439998626708984,50.66999816894531,49.2599983215332,50.63999938964844,50.44132614135742,1087800
2021-02-12,50.36000061035156,51.130001068115234,50.36000061035156,50.88999938964844,50.69034957885742,817300
2021-02-16,50.90999984741211,51.439998626708984,50.66999816894531,51.29999923706055,51.09873962402344,771800
2021-02-17,51.34000015258789,51.34000015258789,50.61000061035156,50.779998779296875,50.58078384399414,1141900
2021-02-18,50.2599983215332,50.33000183105469,49.0,49.029998779296875,48.83765411376953,873200
2021-02-19,49.4900016784668,50.849998474121094,49.47999954223633,50.810001373291016,50.610660552978516,1259800
2021-02-22,50.5,51.68000030517578,50.290000915527344,50.61000061035156,50.41144943237305,1412200
2021-02-23,50.81999969482422,52.209999084472656,50.150001525878906,52.20000076293945,51.99521255493164,1293600
2021-02-24,52.02000045776367,53.90999984741211,52.02000045776367,53.47999954223633,53.270179748535156,1002300
2021-02-25,53.29999923706055,53.68000030517578,50.369998931884766,50.56999969482422,50.37160110473633,1151600
2021-02-26,50.43000030517578,51.040000915527344,49.380001068115234,50.34000015258789,50.14250946044922,1564900
2021-03-01,51.369998931884766,52.06999969482422,51.0,51.560001373291016,51.357723236083984,1097800
2021-03-02,51.34000015258789,51.86000061035156,51.09000015258789,51.43000030517578,51.228233337402344,802000
2021-03-03,51.400001525878906,52.540000915527344,51.040000915527344,51.06999969482422,50.8696403503418,1150000
2021-03-04,51.16999816894531,51.459999084472656,48.83000183105469,50.0,49.80384063720703,1175800
2021-03-05,50.810001373291016,52.16999816894531,48.83000183105469,51.90999984741211,51.70634841918945,990500
2021-03-08,52.33000183105469,53.290000915527344,51.72999954223633,52.119998931884766,51.915531158447266,1187900
2021-03-09,52.7400016784668,52.7400016784668,50.939998626708984,50.9900016784668,50.78996276855469,971500
2021-03-10,51.029998779296875,52.97999954223633,51.029998779296875,52.75,52.543060302734375,915100
2021-03-11,52.720001220703125,54.15999984741211,52.650001525878906,53.220001220703125,53.031314849853516,1251900
2021-03-12,53.560001373291016,55.70000076293945,53.4900016784668,55.060001373291016,54.86479187011719,3821900
2021-03-15,55.43000030517578,55.5,54.25,55.29999923706055,55.103946685791016,1110500
2021-03-16,55.13999938964844,55.13999938964844,53.47999954223633,53.90999984741211,53.718868255615234,869000
2021-03-17,54.13999938964844,55.630001068115234,53.900001525878906,55.43000030517578,55.23347473144531,1078000
2021-03-18,55.400001525878906,57.040000915527344,55.150001525878906,55.349998474121094,55.15376281738281,1305400
2021-03-19,55.08000183105469,55.79999923706055,53.47999954223633,55.310001373291016,55.11389923095703,1909100
2021-03-22,54.95000076293945,55.220001220703125,53.63999938964844,54.41999816894531,54.22705841064453,816300
2021-03-23,53.880001068115234,54.290000915527344,51.91999816894531,52.18000030517578,51.99500274658203,1122800
2021-03-24,52.97999954223633,54.189998626708984,52.560001373291016,52.56999969482422,52.38362121582031,744100
2021-03-25,52.18000030517578,54.290000915527344,51.720001220703125,54.16999816894531,53.97794723510742,869200
2021-03-26,54.5,54.7400016784668,53.650001525878906,54.70000076293945,54.506072998046875,898800
2021-03-29,54.61000061035156,55.43000030517578,53.81999969482422,53.959999084472656,53.7686882019043,1036000
2021-03-30,54.220001220703125,55.540000915527344,53.779998779296875,55.290000915527344,55.0939826965332,1222100
2021-03-31,56.5,57.22999954223633,55.84000015258789,56.08000183105469,55.88117218017578,1294000
2021-04-01,55.9900016784668,57.060001373291016,55.790000915527344,57.029998779296875,56.82780456542969,926900
2021-04-05,57.47999954223633,58.02000045776367,57.2599983215332,57.560001373291016,57.35592269897461,772900
2021-04-06,57.119998931884766,57.91999816894531,56.79999923706055,56.880001068115234,56.6783447265625,953300
2021-04-07,57.060001373291016,57.119998931884766,56.52000045776367,57.06999969482422,56.86765670776367,691100
2021-04-08,58.7400016784668,58.75,57.2599983215332,57.88999938964844,57.684757232666016,1441700
2021-04-09,58.0,58.45000076293945,57.290000915527344,58.380001068115234,58.173011779785156,935600
2021-04-12,58.119998931884766,58.470001220703125,57.40999984741211,58.43000030517578,58.22283935546875,556700
2021-04-13,58.040000915527344,58.2400016784668,56.900001525878906,57.90999984741211,57.704689025878906,972600
2021-04-14,58.099998474121094,59.310001373291016,58.099998474121094,58.56999969482422,58.36235046386719,904200
2021-04-15,58.599998474121094,58.9900016784668,57.709999084472656,57.93000030517578,57.7246208190918,954100
2021-04-16,58.4900016784668,58.779998779296875,57.779998779296875,58.540000915527344,58.33245849609375,924900
2021-04-19,60.0,60.0,58.45000076293945,59.060001373291016,58.850608825683594,1335700
2021-04-20,58.560001373291016,58.86000061035156,57.31999969482422,58.220001220703125,58.01359176635742,1664900
2021-04-21,57.7400016784668,59.36000061035156,57.52000045776367,59.20000076293945,58.99011993408203,1173300
2021-04-22,59.369998931884766,59.93000030517578,58.619998931884766,59.09000015258789,58.8805046081543,897400
2021-04-23,59.09000015258789,60.630001068115234,58.83000183105469,60.43000030517578,60.215755462646484,842200
2021-04-26,60.790000915527344,61.349998474121094,60.790000915527344,60.900001525878906,60.684085845947266,757000
2021-04-27,60.959999084472656,61.720001220703125,60.790000915527344,61.18000030517578,60.96308898925781,889900
2021-04-28,61.0,61.900001525878906,60.75,61.75,61.53107452392578,1388100
2021-04-29,62.7599983215332,63.560001373291016,61.86000061035156,63.13999938964844,62.91615295410156,1351700
2021-04-30,63.099998474121094,64.48999786376953,62.90999984741211,64.23999786376953,64.01224517822266,1761700
2021-05-03,64.83999633789062,65.86000061035156,64.1500015258789,65.55999755859375,65.32756042480469,1888600
2021-05-04,65.36000061035156,65.77999877929688,64.33999633789062,65.5,65.26777648925781,1253800
2021-05-05,65.29000091552734,66.02999877929688,64.62999725341797,65.69999694824219,65.4670639038086,1229700
2021-05-06,66.0999984741211,67.3499984741211,65.8499984741211,67.30999755859375,67.07135009765625,1492500
2021-05-07,66.6500015258789,68.18000030517578,66.01000213623047,68.08000183105469,67.83861541748047,1350100
2021-05-10,68.38999938964844,69.16000366210938,67.94000244140625,68.05000305175781,67.8087387084961,1052500
2021-05-11,67.19000244140625,67.77999877929688,66.02999877929688,67.12999725341797,66.89199829101562,1507500
2021-05-12,66.93000030517578,67.31999969482422,64.1500015258789,64.30999755859375,64.0820083618164,1315400
2021-05-13,64.38999938964844,67.22000122070312,63.880001068115234,66.70999908447266,66.47349548339844,1083200
2021-05-14,67.2300033569336,68.2300033569336,66.91000366210938,67.98999786376953,67.74894714355469,1262400
2021-05-17,67.56999969482422,68.48999786376953,67.0999984741211,68.29000091552734,68.04788208007812,900500
2021-05-18,68.30999755859375,68.55000305175781,66.33000183105469,66.37999725341797,66.14466857910156,1201500
2021-05-19,65.5999984741211,66.5999984741211,64.88999938964844,66.5,66.26422882080078,1525300
2021-05-20,66.66000366210938,67.41999816894531,66.19000244140625,67.16999816894531,66.9318618774414,843400
2021-05-21,67.55999755859375,68.30000305175781,66.43000030517578,66.61000061035156,66.37385559082031,1370500
2021-05-24,67.16999816894531,67.63999938964844,66.66999816894531,67.41000366210938,67.17101287841797,814700
2021-05-25,67.4000015258789,68.16999816894531,66.86000061035156,66.88999938964844,66.65282440185547,1078400
2021-05-26,66.91999816894531,67.6500015258789,66.5999984741211,67.43000030517578,67.19093322753906,1337700
2021-05-27,68.18000030517578,68.62999725341797,67.70999908447266,68.52999877929688,68.28702545166016,2601300
2021-05-28,68.5199966430664,68.88999938964844,68.11000061035156,68.47000122070312,68.22725677490234,996800
2021-06-01,69.0,69.62000274658203,68.7300033569336,69.05999755859375,68.81515502929688,1165500
2021-06-02,69.2300033569336,69.2300033569336,67.87999725341797,68.55000305175781,68.3069839477539,1181500
2021-06-03,68.16000366210938,68.7699966430664,67.76000213623047,68.38999938964844,68.14753723144531,1459900
2021-06-04,68.75,69.2699966430664,68.1500015258789,69.0999984741211,68.85501861572266,1098900
2021-06-07,69.25,70.0,69.08000183105469,69.97000122070312,69.7219467163086,1112900
2021-06-08,70.0,70.68000030517578,69.47000122070312,70.27999877929688,70.03083038330078,1280200
2021-06-09,69.5999984741211,69.93000030517578,68.94000244140625,69.05999755859375,68.81515502929688,1454400
2021-06-10,69.69999694824219,69.69999694824219,67.80999755859375,68.22000122070312,67.99781799316406,906300
2021-06-11,68.58999633789062,68.87999725341797,67.45999908447266,68.37999725341797,68.15731048583984,2277500
2021-06-14,67.97000122070312,68.19000244140625,66.5999984741211,67.1500015258789,66.93130493164062,1031400
2021-06-15,67.79000091552734,68.97000122070312,67.20999908447266,68.69000244140625,68.46630096435547,1193400
2021-06-16,68.23999786376953,68.79000091552734,67.38999938964844,67.80999755859375,67.58914947509766,1201400
2021-06-17,68.04000091552734,68.1500015258789,65.01000213623047,65.61000061035156,65.39633178710938,1363200
2021-06-18,64.55999755859375,64.75,63.70000076293945,63.84000015258789,63.63209533691406,3221200
2021-06-21,64.69999694824219,66.20999908447266,64.31999969482422,66.08999633789062,65.87477111816406,1064000
2021-06-22,66.05000305175781,66.12000274658203,64.88999938964844,65.58999633789062,65.37638092041016,952200
2021-06-23,66.06999969482422,66.7699966430664,65.36000061035156,66.05000305175781,65.83489990234375,1218700
2021-06-24,66.47000122070312,67.01000213623047,65.6500015258789,66.69999694824219,66.4827651977539,821000
2021-06-25,67.06999969482422,67.87000274658203,66.76000213623047,67.19000244140625,66.97118377685547,1171000
2021-06-28,66.97000122070312,67.43000030517578,66.06999969482422,67.19999694824219,66.98114776611328,875200
2021-06-29,70.0,70.13999938964844,67.54000091552734,67.55999755859375,67.33997344970703,2020800
2021-06-30,67.2699966430664,68.95999908447266,67.26000213623047,68.7699966430664,68.54603576660156,1074000
2021-07-01,68.97000122070312,69.20999908447266,68.45999908447266,69.05000305175781,68.82511901855469,1097700
2021-07-02,69.19999694824219,69.31999969482422,68.47000122070312,69.04000091552734,68.81517028808594,708600
2021-07-06,68.72000122070312,69.20999908447266,66.87999725341797,67.30999755859375,67.09078216552734,1410300
2021-07-07,66.86000061035156,68.01000213623047,66.36000061035156,67.83000183105469,67.60911560058594,1323900
2021-07-08,66.5999984741211,67.30000305175781,65.77999877929688,66.33000183105469,66.1139907836914,1186000
2021-07-09,67.45999908447266,68.37999725341797,67.2699966430664,67.69999694824219,67.4795150756836,845200
2021-07-12,66.9000015258789,68.0199966430664,66.33000183105469,67.91999816894531,67.69879913330078,986400
2021-07-13,67.72000122070312,68.05000305175781,66.66000366210938,66.69000244140625,66.47281646728516,675700
2021-07-14,66.8499984741211,67.51000213623047,65.73999786376953,66.5999984741211,66.38311004638672,889000
2021-07-15,65.76000213623047,67.69000244140625,65.76000213623047,66.9000015258789,66.68212890625,1225700
2021-07-16,68.62000274658203,68.8499984741211,65.94000244140625,66.27999877929688,66.06414031982422,1643000
